3.13903008e+0 1.91839136e+10
3.09319602e+0 4.03687261e+10
2.91187541e+0 7.16461335e+10
2.79302932e+0 8.64600365e+10
2.49813676e+0 1.26170458e+11
2.36252457e+0 1.51456573e+11
2.06835829e+0 2.09055939e+11
1.92408251e+0 2.50050813e+11
1.71838455e+0 3.15649050e+11
1.55193911e+0 3.86461121e+11
1.39741997e+0 4.77741434e+11
1.26344491e+0 5.76052705e+11
1.13730781e+0 7.04704103e+11
1.02846359e+0 8.33087296e+11
9.27915490e-1 1.00383155e+12
8.27055589e-1 1.22679278e+12
7.48312060e-1 1.47981125e+12
6.73213459e-1 1.75836890e+12
6.09088846e-1 2.09478246e+12
5.47966234e-1 2.49387291e+12
4.95758682e-1 2.95032544e+12
4.46457186e-1 3.57226782e+12
4.03537370e-1 4.21658758e+12
3.65097975e-1 5.01652481e+12
3.28451776e-1 5.93202363e+12
2.96338704e-1 7.13574513e+12
2.67860721e-1 8.51006839e+12
2.41202956e-1 1.00784429e+13
2.17618003e-1 1.20894566e+13
1.96325573e-1 1.42346749e+13
1.77631912e-1 1.71289517e+13
1.59809012e-1 2.04820883e+13
1.44182014e-1 2.45330505e+13
1.30201409e-1 2.91297805e+13
1.17356158e-1 3.46619059e+13
1.05382893e-1 4.14939840e+13
9.55226862e-2 4.91494784e+13
8.60910203e-2 5.87209009e+13
7.77471242e-2 6.87178881e+13
7.01443792e-2 8.22440809e+13
6.31042130e-2 9.74507539e+13
5.70953614e-2 1.17146175e+14
5.15098383e-2 1.38556170e+14
4.64713220e-2 1.64433904e+14
4.19268025e-2 1.96578930e+14
3.78240749e-2 2.30680029e+14
3.41266935e-2 2.79056851e+14
3.07302288e-2 3.30076730e+14
2.77771997e-2 3.94136631e+14
2.50596019e-2 4.65121124e+14
2.26085475e-2 5.53235518e+14
2.03977431e-2 6.62505556e+14
1.84023508e-2 7.84470341e+14
1.66033433e-2 9.46849003e+14
1.49786940e-2 1.11235395e+15
1.35139273e-2 1.33055621e+15
1.21925539e-2 1.59694953e+15
1.10003179e-2 1.91365749e+15
9.92511434e-3 2.32124560e+15
8.95400994e-3 2.73313991e+15
8.07883893e-3 3.31751041e+15
7.28883980e-3 3.97275484e+15
6.57614702e-3 4.76814802e+15
5.94979399e-3 5.68936256e+15
5.26100067e-3 7.47936863e+15
4.78606508e-3 9.08236261e+15
4.31843531e-3 1.11365966e+16
3.89580769e-3 1.30244016e+16
3.51504359e-3 1.58269582e+16
2.91524447e-3 2.19619245e+16
2.70490152e-3 2.47112391e+16
2.44045589e-3 2.97758968e+16
2.20121100e-3 3.31392966e+16
1.80816860e-3 4.38345195e+16
1.66176439e-3 4.76300153e+16
1.41066003e-3 6.15784803e+16
1.30253364e-3 6.65559655e+16
1.12147418e-3 8.67606991e+16
1.05020641e-3 9.28974962e+16
8.54675032e-4 1.25827177e+17
8.03412499e-4 1.36100161e+17
6.51617894e-4 2.03938021e+17
5.48061933e-4 2.75814004e+17
5.15750639e-4 3.10272005e+17
4.33877439e-4 4.43751233e+17
4.04529923e-4 5.18900044e+17
3.48310457e-4 6.82933410e+17
3.26249334e-4 7.76665517e+17
2.75684708e-4 1.03862715e+18
2.58213926e-4 1.16948230e+18
2.17138651e-4 1.50629862e+18
2.02419970e-4 1.68971804e+18
1.69417465e-4 2.16568499e+18
1.57195510e-4 2.44504668e+18
1.32178393e-4 3.07791458e+18
1.23212844e-4 3.40890525e+18
1.02634245e-4 4.30537819e+18
9.56745625e-5 4.79395105e+18
8.00679561e-5 5.98515213e+18
7.49886059e-5 6.61386105e+18
6.24621345e-5 8.27745255e+18
5.82270544e-5 9.23843169e+18
4.85025480e-5 1.16926235e+19
4.52123205e-5 1.29239053e+19
3.76605943e-5 1.62629786e+19
3.51062065e-5 1.80253880e+19
2.92430282e-5 2.27956399e+19
2.72593932e-5 2.52209638e+19
2.28128081e-5 3.14937820e+19
2.13661187e-5 3.50249149e+19
1.73854533e-5 4.55491513e+19
1.58605837e-5 5.18072231e+19
1.40151251e-5 6.07122388e+19
1.28818797e-5 6.81076223e+19
1.09331594e-5 8.34807396e+19
