3.09203557e+0 1.84690847e+11
2.82889128e+0 2.11603044e+11
2.55222175e+0 2.52257679e+11
2.30259151e+0 3.00046376e+11
2.07735114e+0 3.55684251e+11
1.71478847e+0 4.93877102e+11
1.56887885e+0 5.68317802e+11
1.41545817e+0 6.79800507e+11
1.27699214e+0 8.04949227e+11
1.15207145e+0 9.53137357e+11
9.51013488e-1 1.32887235e+12
8.70097745e-1 1.53154002e+12
7.85000966e-1 1.82579004e+12
7.08205918e-1 2.15947703e+12
6.38931636e-1 2.56279629e+12
5.22502677e-1 3.60897543e+12
4.78054513e-1 4.17875733e+12
4.31294669e-1 4.96480157e+12
3.89105262e-1 5.88542928e+12
3.51041363e-1 6.96891471e+12
2.89779163e-1 9.72570325e+12
2.65124935e-1 1.12231948e+13
2.39196351e-1 1.33945532e+13
2.15795351e-1 1.58247458e+13
1.94682893e-1 1.86748020e+13
1.60713856e-1 2.63315392e+13
1.47036635e-1 3.01769328e+13
1.32654572e-1 3.58533582e+13
1.19677748e-1 4.24538268e+13
1.07971280e-1 5.03828047e+13
8.91290744e-2 7.04124999e+13
8.15452574e-2 8.10483998e+13
7.35697075e-2 9.65111925e+13
6.63722534e-2 1.14021354e+14
5.98796946e-2 1.35164438e+14
4.92011038e-2 1.92283623e+14
4.48031024e-2 2.21137934e+14
4.04211261e-2 2.63327663e+14
3.64666562e-2 3.11103570e+14
3.29001661e-2 3.70874931e+14
2.71589161e-2 5.19339175e+14
2.48475210e-2 5.94595807e+14
2.24172101e-2 7.07238400e+14
2.02251158e-2 8.46925684e+14
1.82465339e-2 1.00171243e+15
1.50618566e-2 1.38875169e+15
1.37801063e-2 1.59335555e+15
1.24324449e-2 1.90162303e+15
1.12162984e-2 2.25424274e+15
1.01190733e-2 2.66924036e+15
8.27507256e-3 3.75178578e+15
7.50000644e-3 4.31813306e+15
6.76623914e-3 5.09583414e+15
6.10402928e-3 5.95293756e+15
5.50653706e-3 6.92293707e+15
4.46064846e-3 9.59780506e+15
4.04295726e-3 1.11240579e+16
3.64715147e-3 1.28785009e+16
3.29013662e-3 1.49601215e+16
2.96788221e-3 1.70870162e+16
2.42673921e-3 2.32213843e+16
2.19940619e-3 2.66035860e+16
1.98410087e-3 3.08688709e+16
1.78993255e-3 3.61422580e+16
1.61471841e-3 4.19841235e+16
1.32037624e-3 5.79237613e+16
1.20799468e-3 6.61821322e+16
1.08981902e-3 7.82777821e+16
9.83179427e-4 9.19603867e+16
8.86993252e-4 1.08644889e+17
7.28780780e-4 1.52787549e+17
6.63642532e-4 1.76155469e+17
5.98722252e-4 2.08585029e+17
5.40155016e-4 2.47263142e+17
4.87308650e-4 2.91795539e+17
3.96624180e-4 4.07282424e+17
3.57763042e-4 4.60493557e+17
3.22725798e-4 5.27742911e+17
2.91123574e-4 6.06860678e+17
2.62608196e-4 6.92358233e+17
2.11700031e-4 9.23800119e+17
1.90959321e-4 1.04684985e+18
1.72259319e-4 1.20243536e+18
1.55393159e-4 1.38738204e+18
1.40168366e-4 1.57041056e+18
1.12463924e-4 2.08923993e+18
1.01926727e-4 2.38250863e+18
9.19457726e-5 2.73968777e+18
8.29393909e-5 3.12214945e+18
7.48161571e-5 3.57004791e+18
6.00295648e-5 4.76881466e+18
5.44057028e-5 5.45294102e+18
4.90775229e-5 6.24927520e+18
4.42713403e-5 7.16997673e+18
3.99338134e-5 8.11586628e+18
3.20431531e-5 1.10071811e+19
2.90406447e-5 1.25226101e+19
2.61964617e-5 1.43352233e+19
2.36309317e-5 1.64287043e+19
2.13158480e-5 1.86379843e+19
1.71038247e-5 2.52181227e+19
1.55012334e-5 2.87256372e+19
1.39831323e-5 3.29206590e+19
1.26136521e-5 3.76858334e+19
1.13786790e-5 4.35313063e+19
