0.0926874 3.1575e-05
0.0970554 3.15051e-05
0.101629 3.15126e-05
0.106418 3.13659e-05
0.111434 3.18384e-05
0.116685 3.2477e-05
0.122184 3.25645e-05
0.127942 3.17831e-05
0.13397 2.92474e-05
0.140281 2.54379e-05
0.146888 2.15358e-05
0.153806 1.73596e-05
0.161049 1.35209e-05
0.168632 1.0027e-05
0.176572 7.23802e-06
0.184884 5.07328e-06
0.193588 3.52991e-06
0.202701 2.43805e-06
0.212243 1.67567e-06
0.222234 1.14606e-06
0.232695 7.62974e-07
0.243648 5.01749e-07
0.255115 3.21969e-07
0.267123 2.11734e-07
0.279697 1.434e-07
0.292864 9.8801e-08
0.306651 6.92516e-08
0.321087 4.83025e-08
0.336203 3.38562e-08
0.352031 2.38471e-08
0.368604 1.68383e-08
0.385957 1.18314e-08
0.404127 8.35408e-09
0.423153 5.91327e-09
0.443074 4.17533e-09
0.463933 2.94819e-09
0.485774 2.08171e-09
0.508644 1.48074e-09
0.532591 1.04811e-09
0.557664 7.40068e-10
0.583918 5.25129e-10
0.611408 3.70792e-10
0.640192 2.63101e-10
0.670331 1.84866e-10
0.701889 1.29577e-10
0.734932 9.08229e-11
0.769531 6.42871e-11
0.805759 4.51709e-11
0.843692 3.16611e-11
0.883411 2.23558e-11
0.924999 1.55931e-11
0.968545 1.0876e-11
1.01414 7.56732e-12
1.06188 5.33016e-12
1.11187 3.64552e-12
1.16421 2.53027e-12
1.21902 1.74334e-12
1.2764 1.19526e-12
1.33649 8.25548e-13
1.3994 5.64626e-13
1.46528 3.89022e-13
1.53426 2.64766e-13
1.60648 1.81085e-13
1.6821 1.23245e-13
1.76128 8.26543e-14
1.84419 5.61162e-14
1.931 3.78196e-14
2.0219 2.5551e-14
2.11707 1.7178e-14
2.21672 1.12414e-14
2.32106 7.5761e-15
2.43031 5.05608e-15
