0	1000	-15.79116488542852
0.001	999.0008926216798	-15.79416488542842
0.002	998.0027832055731	-15.79716488542832
0.003	997.0056707739826	-15.80016488542821
0.004	996.0095543500179	-15.80316488542811
0.005	995.0144329575962	-15.80616488542801
0.006	994.0203056214424	-15.80916488542791
0.007	993.0271713670887	-15.81216488542781
0.008	992.0350292208759	-15.81516488542771
0.009	991.0438782099528	-15.81816488542761
0.01	990.0537173622764	-15.82116488542751
0.011	989.0645457066125	-15.8241648854274
0.012	988.0763622725357	-15.8271648854273
0.013	987.0891660904294	-15.8301648854272
0.014	986.1029561914861	-15.8331648854271
0.015	985.1177316077079	-15.83616488542699
0.016	984.1334913719059	-15.83916488542689
0.017	983.1502345177012	-15.84216488542679
0.018	982.1679600795243	-15.84516488542668
0.019	981.186667092616	-15.84816488542658
0.02	980.2063545930269	-15.85116488542647
0.021	979.2270216176177	-15.85416488542637
0.022	978.2486672040597	-15.85716488542627
0.023	977.2712903908344	-15.86016488542616
0.024	976.2948902172339	-15.86316488542606
0.025	975.3194657233612	-15.86616488542595
0.026	974.3450159501296	-15.86916488542585
0.027	973.3715399392712	-15.87216488542574
0.028	972.3990367267393	-15.87516488542564
0.029	971.4275053351032	-15.87816488542553
0.03	970.4569447859782	-15.88116488542542
0.031	969.4873541020167	-15.88416488542532
0.032	968.5187323069067	-15.88716488542521
0.033	967.5510784253712	-15.8901648854251
0.034	966.5843914831656	-15.893164885425
0.035	965.6186705070772	-15.89616488542489
0.036	964.6539145249238	-15.89916488542478
0.037	963.6901225655517	-15.90216488542467
0.038	962.7272936588352	-15.90516488542457
0.039	961.7654268356745	-15.90816488542446
0.04	960.8045211279946	-15.91116488542435
0.041	959.8445755687444	-15.91416488542424
0.042	958.8855891918946	-15.91716488542413
0.043	957.9275610324366	-15.92016488542402
0.044	956.9704901263815	-15.92316488542392
0.045	956.0143755107583	-15.92616488542381
0.046	955.0592162236131	-15.9291648854237
0.047	954.1050113040069	-15.93216488542359
0.048	953.1517597920152	-15.93516488542348
0.049	952.1994607287262	-15.93816488542337
