0.000000000000000000e+00 1.000000000000000000e+07 -8.882343466414893030e+00
1.010000000000704074e-04 9.998990051003282890e+06 -8.882545365505610135e+00
2.030100000000278058e-04 9.997970106051357463e+06 -8.882749283566562681e+00
3.060400999999937362e-04 9.996940067254943773e+06 -8.882955240787033802e+00
4.101005010000874926e-04 9.995899835787164047e+06 -8.883163257558189585e+00
5.152015060100394953e-04 9.994849311874968931e+06 -8.883373354475100570e+00
6.213535210700969541e-04 9.993788394790532067e+06 -8.883585552338775670e+00
7.285670562807109460e-04 9.992716982842536643e+06 -8.883799872158229860e+00
8.368527268435972622e-04 9.991634973367422819e+06 -8.884016335152557176e+00
9.462212541120998714e-04 9.990542262720547616e+06 -8.884234962753028597e+00
1.056683466653224627e-03 9.989438746267277747e+06 -8.884455776605227229e+00
1.168250301319713772e-03 9.988324318374015391e+06 -8.884678798571171043e+00
1.280932804332970271e-03 9.987198872399138287e+06 -8.884904050731499581e+00
1.394742132376311766e-03 9.986062300683893263e+06 -8.885131555387637547e+00
1.509689553700023371e-03 9.984914494543192908e+06 -8.885361335064022370e+00
1.625786449237019487e-03 9.983755344256350771e+06 -8.885593412510321087e+00
1.743044313729252663e-03 9.982584739057743922e+06 -8.885827810703684548e+00
1.861474756866556739e-03 9.981402567127395421e+06 -8.886064552851028253e+00
1.981089504435397646e-03 9.980208715581497177e+06 -8.886303662391323854e+00
2.101900399479662753e-03 9.979003070462837815e+06 -8.886545162997919078e+00
2.223919403474499453e-03 9.977785516731176525e+06 -8.886789078580884294e+00
2.347158597509125741e-03 9.976555938253529370e+06 -8.887035433289380393e+00
2.471630183484280555e-03 9.975314217794386670e+06 -8.887284251514044442e+00
2.597346485319113833e-03 9.974060237005850300e+06 -8.887535557889410853e+00
2.724319950172298700e-03 9.972793876417700201e+06 -8.887789377296343218e+00
2.852563149674159585e-03 9.971515015427382663e+06 -8.888045734864503444e+00
2.982088781170821531e-03 9.970223532289920375e+06 -8.888304655974833324e+00
3.112909668982489705e-03 9.968919304107747972e+06 -8.888566166262073409e+00
3.245038765672432577e-03 9.967602206820476800e+06 -8.888830291617294321e+00
3.378489153328989407e-03 9.966272115194564685e+06 -8.889097058190467138e+00
3.513274044862267371e-03 9.964928902812927961e+06 -8.889366492393046215e+00
3.649406785310982480e-03 9.963572442064465955e+06 -8.889638620900585764e+00
3.786900853163977562e-03 9.962202604133510962e+06 -8.889913470655377736e+00
3.925769861695634945e-03 9.960819258989190683e+06 -8.890191068869125246e+00
4.066027560312625994e-03 9.959422275374729186e+06 -8.890471443025631970e+00
4.207687835915855518e-03 9.958011520796651021e+06 -8.890754620883523529e+00
4.350764714275050585e-03 9.956586861513923854e+06 -8.891040630478990181e+00
4.495272361417616998e-03 9.955148162527000532e+06 -8.891329500128577479e+00
4.641225085031865788e-03 9.953695287566803396e+06 -8.891621258431968045e+00
4.788637335882263077e-03 9.952228099083621055e+06 -8.891915934274832622e+00
4.937523709240979400e-03 9.950746458235912025e+06 -8.892213556831675803e+00
5.087898946333398349e-03 9.949250224879050627e+06 -8.892514155568731482e+00
5.239777935796765748e-03 9.947739257553977892e+06 -8.892817760246876091e+00
5.393175715154723687e-03 9.946213413475776091e+06 -8.893124400924575568e+00
5.548107472306230623e-03 9.944672548522161320e+06 -8.893434107960858981e+00
5.704588547029405300e-03 9.943116517221899703e+06 -8.893746912018333006e+00
5.862634432499670006e-03 9.941545172743136063e+06 -8.894062844066203510e+00
6.022260776824709359e-03 9.939958366881648079e+06 -8.894381935383348647e+00
6.183483384592973822e-03 9.938355950049012899e+06 -8.894704217561415049e+00
6.346318218438877327e-03 9.936737771260697395e+06 -8.895029722507945991e+00
6.510781400623206691e-03 9.935103678124066442e+06 -8.895358482449537973e+00
6.676889214629437574e-03 9.933453516826305538e+06 -8.895690529935027513e+00
6.844658106775793928e-03 9.931787132122267038e+06 -8.896025897838718777e+00
