8.79911948e+9  9.97345612e-1
1.24815907e+10  9.94903230e-1
1.75704271e+10  9.85198037e-1
2.17439818e+10  9.64651356e-1
2.58765681e+10  9.44317357e-1
2.98304275e+10  9.23545371e-1
3.38446559e+10  9.01742402e-1
3.77950023e+10  8.80877347e-1
4.15445947e+10  8.62171784e-1
4.56628797e+10  8.41741640e-1
5.01833639e+10  8.18437193e-1
5.49054223e+10  7.96858403e-1
5.98526496e+10  7.74763100e-1
6.55768326e+10  7.54276223e-1
7.20709063e+10  7.31690351e-1
7.92057036e+10  7.08385904e-1
8.70468237e+10  6.85081457e-1
9.56641906e+10  6.61777009e-1
1.05134650e+11  6.38472562e-1
1.15542656e+11  6.15168115e-1
1.26981787e+11  5.92007383e-1
1.39556793e+11  5.69421511e-1
1.53375256e+11  5.46548209e-1
1.68566037e+11  5.24249768e-1
1.85264709e+11  5.02382472e-1
2.05931484e+11  4.79219051e-1
2.27356459e+11  4.56775818e-1
2.49901961e+11  4.37092993e-1
2.83524513e+11  4.14758278e-1
3.11645101e+11  3.95477855e-1
3.48019253e+11  3.74540942e-1
3.94819500e+11  3.50797818e-1
4.47937531e+11  3.28348131e-1
5.08234060e+11  3.07407453e-1
5.76662683e+11  2.87113493e-1
6.54334081e+11  2.67897396e-1
7.54336101e+11  2.47815244e-1
8.83518301e+11  2.26737691e-1
1.03491304e+12  2.07729636e-1
1.23163175e+12  1.87913011e-1
1.48924251e+12  1.68322565e-1
1.82964158e+12  1.49426399e-1
2.32039000e+12  1.29845187e-1
3.03790091e+12  1.10858679e-1
